blast_hit_id	hit_contig_orf	downstream_orf	strand	gap_bp
NZ_CP131819.1_131	NZ_CP131819.1_115320-125663:._8	NZ_CP131819.1_115320-125663:._7	-1	10
NZ_CP009746.1_5548	NZ_CP009746.1_5495703-5506274:._5	NZ_CP009746.1_5495703-5506274:._6	1	12
NZ_JBRYRD010000002.1_12	NZ_JBRYRD010000002.1_6578-17185:._5	NZ_JBRYRD010000002.1_6578-17185:._4	-1	-10
NZ_JBRYRD010000002.1_31	NZ_JBRYRD010000002.1_20016-30569:._8	NZ_JBRYRD010000002.1_20016-30569:._9	1	4
NZ_CP159590.1_13	NZ_CP159590.1_10205-20785:._3	NZ_CP159590.1_10205-20785:._4	1	20
NZ_OU016037.1_188	NZ_OU016037.1_176539-186882:._6	NZ_OU016037.1_176539-186882:._7	1	10
NZ_CP071001.1_757	NZ_CP071001.1_811739-822322:._9	NZ_CP071001.1_811739-822322:._10	1	49
NZ_CP077725.1_706	NZ_CP077725.1_706269-716573:._5	NZ_CP077725.1_706269-716573:._6	1	56
NZ_CP037940.1_2326	NZ_CP037940.1_2520346-2530914:._8	NZ_CP037940.1_2520346-2530914:._9	1	66
NZ_CP037940.1_2764	NZ_CP037940.1_2953543-2964138:._9	NZ_CP037940.1_2953543-2964138:._10	1	-3
NZ_CP018066.1_190	NZ_CP018066.1_166702-177318:._7	NZ_CP018066.1_166702-177318:._6	-1	0
NZ_CP064314.1_601	NZ_CP064314.1_611127-621776:._10	NZ_CP064314.1_611127-621776:._9	-1	6
NZ_LR135386.1_53	NZ_LR135386.1_51576-62189:._3	NZ_LR135386.1_51576-62189:._4	1	15
NZ_JBWBWH010000006.1_11	NZ_JBWBWH010000006.1_1-10083:._12	NZ_JBWBWH010000006.1_1-10083:._11	-1	0
NZ_JBWBWH010000006.1_29	NZ_JBWBWH010000006.1_22991-33574:._5	NZ_JBWBWH010000006.1_22991-33574:._6	1	75
NZ_JBWBWH010000006.1_35	NZ_JBWBWH010000006.1_22991-33574:._11	NZ_JBWBWH010000006.1_22991-33574:._10	-1	6
NZ_CP019982.1_66	NZ_CP019982.1_49349-59986:._6	NZ_CP019982.1_49349-59986:._7	1	92
NZ_CP116524.1_119	NZ_CP116524.1_108454-119070:._4	NZ_CP116524.1_108454-119070:._3	-1	0
NZ_CP094724.1_177	NZ_CP094724.1_170332-180441:._7	NZ_CP094724.1_170332-180441:._8	1	70
NZ_CP066025.1_51	NZ_CP066025.1_50099-60703:._4	NZ_CP066025.1_50099-60703:._3	-1	76
NZ_CP051014.1_15	NZ_CP051014.1_11167-21837:._4	NZ_CP051014.1_11167-21837:._3	-1	76
NZ_CP089517.1_29	NZ_CP089517.1_25644-36275:._5	NZ_CP089517.1_25644-36275:._6	1	87
NZ_CP171623.1_38	NZ_CP171623.1_28186-38835:._9	NZ_CP171623.1_28186-38835:._8	-1	76
NZ_CP068126.1_25	NZ_CP068126.1_23009-33631:._2	NZ_CP068126.1_23009-33631:._1	-1	45
NZ_CP068124.1_12	NZ_CP068124.1_3577-13836:._7	NZ_CP068124.1_3577-13836:._8	1	53
NZ_CP068124.1_18	NZ_CP068124.1_3577-13836:._12	NZ_CP068124.1_3577-13836:._13	1	1
NZ_CP068125.1_18	NZ_CP068125.1_11569-22173:._5	NZ_CP068125.1_11569-22173:._4	-1	-3
NZ_CP068127.1_18	NZ_CP068127.1_16083-26687:._3	NZ_CP068127.1_16083-26687:._2	-1	79
NZ_CP063356.2_266	NZ_CP063356.2_282204-292772:._10	NZ_CP063356.2_282204-292772:._11	1	-10
NZ_CP049775.1_4	NZ_CP049775.1_1-8484:._4	NZ_CP049775.1_1-8484:._5	1	-3
NZ_JBSJXW010000003.1_11	NZ_JBSJXW010000003.1_673-11256:._11	NZ_JBSJXW010000003.1_673-11256:._12	1	88
NZ_OZ260860.1_13	NZ_OZ260860.1_1226-11794:._11	NZ_OZ260860.1_1226-11794:._12	1	-42
NZ_OZ260861.1_24	NZ_OZ260861.1_11126-21712:._13	NZ_OZ260861.1_11126-21712:._12	-1	12
NZ_OZ260864.1_5	NZ_OZ260864.1_811-10977:._5	NZ_OZ260864.1_811-10977:._4	-1	-34
NZ_OZ260864.1_9	NZ_OZ260864.1_811-10977:._9	NZ_OZ260864.1_811-10977:._10	1	18
NZ_CP109941.1_1239	NZ_CP109941.1_1301715-1312331:._10	NZ_CP109941.1_1301715-1312331:._9	-1	0
NZ_CP071297.1_5	NZ_CP071297.1_1-7907:._5	NZ_CP071297.1_1-7907:._6	1	75
NZ_CP014935.1_19	NZ_CP014935.1_10950-21038:._6	NZ_CP014935.1_10950-21038:._7	1	42
NZ_CP175277.1_7	NZ_CP175277.1_1712-12355:._5	NZ_CP175277.1_1712-12355:._6	1	22
NZ_CP095722.1_80	NZ_CP095722.1_62701-73317:._9	NZ_CP095722.1_62701-73317:._8	-1	32
NZ_CP192231.1_128	NZ_CP192231.1_104110-114453:._7	NZ_CP192231.1_104110-114453:._6	-1	10
NZ_CP013754.1_43	NZ_CP013754.1_37767-48383:._3	NZ_CP013754.1_37767-48383:._4	1	-60
NZ_CP013754.1_48	NZ_CP013754.1_37767-48383:._8	NZ_CP013754.1_37767-48383:._9	1	19
NZ_CP013754.1_53	NZ_CP013754.1_37767-48383:._13	NZ_CP013754.1_37767-48383:._14	1	3
NZ_CP013755.1_4	NZ_CP013755.1_1-7902:._4	NZ_CP013755.1_1-7902:._3	-1	-12
NZ_CP013756.1_20	NZ_CP013756.1_12107-22681:._2	NZ_CP013756.1_12107-22681:._3	1	72
NZ_CP013756.1_53	NZ_CP013756.1_45554-56185:._4	NZ_CP013756.1_45554-56185:._5	1	87
NZ_CP013352.1_2633	NZ_CP013352.1_2861102-2871673:._5	NZ_CP013352.1_2861102-2871673:._4	-1	38
NZ_AP031371.1_1882	NZ_AP031371.1_1973960-1984252:._7	NZ_AP031371.1_1973960-1984252:._6	-1	7
NZ_AP031371.1_1883	NZ_AP031371.1_1973960-1984252:._8	NZ_AP031371.1_1973960-1984252:._7	-1	55
NZ_CP119690.1_1875	NZ_CP119690.1_1960814-1971430:._6	NZ_CP119690.1_1960814-1971430:._5	-1	0
NZ_CP168866.1_60	NZ_CP168866.1_50611-61164:._5	NZ_CP168866.1_50611-61164:._6	1	4
NZ_CP091222.1_65	NZ_CP091222.1_49283-59704:._7	NZ_CP091222.1_49283-59704:._8	1	0
NZ_CP091222.1_94	NZ_CP091222.1_72177-82697:._8	NZ_CP091222.1_72177-82697:._9	1	48
NZ_CP021773.1_944	NZ_CP021773.1_949773-960356:._5	NZ_CP021773.1_949773-960356:._6	1	-49
NZ_CP021773.1_1429	NZ_CP021773.1_1454263-1464864:._8	NZ_CP021773.1_1454263-1464864:._7	-1	16
NZ_CP066468.1_8	NZ_CP066468.1_818-11431:._8	NZ_CP066468.1_818-11431:._9	1	69
NZ_CP055122.1_3	NZ_CP055122.1_356-10939:._3	NZ_CP055122.1_356-10939:._4	1	87
NZ_CP055121.1_3	NZ_CP055121.1_1-7762:._3	NZ_CP055121.1_1-7762:._2	-1	14
NZ_CP086090.1_10	NZ_CP086090.1_6972-17570:._2	NZ_CP086090.1_6972-17570:._3	1	78
NZ_CP021457.1_32	NZ_CP021457.1_19150-29730:._9	NZ_CP021457.1_19150-29730:._8	-1	22
NZ_CP021459.1_23	NZ_CP021459.1_11251-21837:._8	NZ_CP021459.1_11251-21837:._9	1	16
NZ_CP176475.1_58	NZ_CP176475.1_43603-54252:._8	NZ_CP176475.1_43603-54252:._7	-1	6
NZ_CP077321.1_67	NZ_CP077321.1_54401-65008:._9	NZ_CP077321.1_54401-65008:._10	1	79
NZ_CP139159.1_1129	NZ_CP139159.1_1180827-1191428:._9	NZ_CP139159.1_1180827-1191428:._8	-1	16
NZ_CP123092.1_23	NZ_CP123092.1_14949-25370:._6	NZ_CP123092.1_14949-25370:._5	-1	38
NZ_LR135476.1_132	NZ_LR135476.1_115637-125980:._8	NZ_LR135476.1_115637-125980:._7	-1	10
NZ_CP089291.1_3964	NZ_CP089291.1_4105379-4116004:._5	NZ_CP089291.1_4105379-4116004:._4	-1	100
NZ_CP174089.1_433	NZ_CP174089.1_434888-445537:._4	NZ_CP174089.1_434888-445537:._5	1	6
NZ_CP019989.1_11	NZ_CP019989.1_2925-13547:._7	NZ_CP019989.1_2925-13547:._6	-1	2
NZ_CP093527.1_2443	NZ_CP093527.1_2644762-2655363:._9	NZ_CP093527.1_2644762-2655363:._8	-1	16
NZ_CP071301.1_1136	NZ_CP071301.1_1126983-1137584:._9	NZ_CP071301.1_1126983-1137584:._8	-1	16
NZ_CP071304.1_14	NZ_CP071304.1_5104-14513:._7	NZ_CP071304.1_5104-14513:._8	1	66
NZ_OZ061592.1_19	NZ_OZ061592.1_8338-18924:._5	NZ_OZ061592.1_8338-18924:._6	1	32
NZ_CP019945.1_125	NZ_CP019945.1_121563-132191:._6	NZ_CP019945.1_121563-132191:._7	1	22
NZ_CP019945.1_151	NZ_CP019945.1_143342-153973:._7	NZ_CP019945.1_143342-153973:._8	1	61
NZ_CP148589.1_70	NZ_CP148589.1_54985-65718:._12	NZ_CP148589.1_54985-65718:._11	-1	21
NZ_CP050028.1_1616	NZ_CP050028.1_1629206-1639759:._4	NZ_CP050028.1_1629206-1639759:._3	-1	4
NZ_CP035987.1_5506	NZ_CP035987.1_5400751-5411355:._7	NZ_CP035987.1_5400751-5411355:._8	1	-16
NZ_CP093425.1_24	NZ_CP093425.1_14857-25482:._7	NZ_CP093425.1_14857-25482:._8	1	-3
NZ_CM128742.1_55	NZ_CM128742.1_49065-59672:._11	NZ_CM128742.1_49065-59672:._12	1	56
NZ_DBJORZ010000002.1_7	NZ_DBJORZ010000002.1_4167-14720:._3	NZ_DBJORZ010000002.1_4167-14720:._2	-1	4
NZ_CP159301.1_54	NZ_CP159301.1_49883-60439:._10	NZ_CP159301.1_49883-60439:._11	1	-30
NZ_CP102266.1_129	NZ_CP102266.1_141764-152371:._8	NZ_CP102266.1_141764-152371:._9	1	15
NZ_CP059679.1_23	NZ_CP059679.1_16513-26775:._7	NZ_CP059679.1_16513-26775:._8	1	-7
NZ_CP059679.1_29	NZ_CP059679.1_16513-26775:._13	NZ_CP059679.1_16513-26775:._14	1	0
NZ_CP059679.1_2216	NZ_CP059679.1_2230477-2241075:._6	NZ_CP059679.1_2230477-2241075:._5	-1	69
NZ_CP059679.1_2230	NZ_CP059679.1_2240295-2250485:._9	NZ_CP059679.1_2240295-2250485:._10	1	84
NZ_CP018211.1_29	NZ_CP018211.1_17368-27999:._5	NZ_CP018211.1_17368-27999:._6	1	87
NZ_CP018211.1_33	NZ_CP018211.1_17368-27999:._9	NZ_CP018211.1_17368-27999:._10	1	3
NZ_CP177122.1_1606	NZ_CP177122.1_1643028-1653581:._4	NZ_CP177122.1_1643028-1653581:._3	-1	4
NZ_CM147178.1_549	NZ_CM147178.1_556075-566658:._6	NZ_CM147178.1_556075-566658:._7	1	-22
NZ_CP043523.1_21	NZ_CP043523.1_13492-24072:._9	NZ_CP043523.1_13492-24072:._10	1	58
NZ_CP043523.1_1868	NZ_CP043523.1_1862526-1873109:._4	NZ_CP043523.1_1862526-1873109:._5	1	23
NZ_CP045750.1_40	NZ_CP045750.1_27090-37697:._5	NZ_CP045750.1_27090-37697:._4	-1	-10
NZ_CP045750.1_59	NZ_CP045750.1_40527-51080:._8	NZ_CP045750.1_40527-51080:._9	1	4
NZ_CP185928.1_43	NZ_CP185928.1_28029-38678:._9	NZ_CP185928.1_28029-38678:._8	-1	6
NZ_CP177038.1_23	NZ_CP177038.1_16622-27226:._6	NZ_CP177038.1_16622-27226:._7	1	11
NZ_CP027510.1_34	NZ_CP027510.1_18550-29097:._13	NZ_CP027510.1_18550-29097:._14	1	75
NZ_CP167254.1_27	NZ_CP167254.1_14918-25567:._10	NZ_CP167254.1_14918-25567:._9	-1	6
NZ_CP092570.1_14	NZ_CP092570.1_5604-15719:._7	NZ_CP092570.1_5604-15719:._8	1	18
NZ_CP017569.1_68	NZ_CP017569.1_59206-69759:._5	NZ_CP017569.1_59206-69759:._6	1	3
NZ_CP176863.1_23	NZ_CP176863.1_16630-27234:._6	NZ_CP176863.1_16630-27234:._7	1	11
NZ_CP138638.1_8	NZ_CP138638.1_1451-12067:._7	NZ_CP138638.1_1451-12067:._8	1	0
NZ_HG813248.1_62	NZ_HG813248.1_52793-63346:._4	NZ_HG813248.1_52793-63346:._5	1	4
NZ_CP045973.1_35	NZ_CP045973.1_28958-39511:._4	NZ_CP045973.1_28958-39511:._3	-1	4
NZ_CP045973.1_54	NZ_CP045973.1_42342-52949:._7	NZ_CP045973.1_42342-52949:._8	1	-10
NZ_CP017706.1_1201	NZ_CP017706.1_1139500-1150086:._6	NZ_CP017706.1_1139500-1150086:._5	-1	47
NZ_DBJORL010000002.1_14	NZ_DBJORL010000002.1_9647-20254:._6	NZ_DBJORL010000002.1_9647-20254:._7	1	-10
NZ_CP083474.1_30	NZ_CP083474.1_18240-28862:._10	NZ_CP083474.1_18240-28862:._9	-1	-22
NZ_CP083474.1_183	NZ_CP083474.1_157825-168438:._5	NZ_CP083474.1_157825-168438:._4	-1	24
NZ_OZ061612.1_4	NZ_OZ061612.1_1-9461:._4	NZ_OZ061612.1_1-9461:._3	-1	88
NZ_OZ061613.1_1	NZ_OZ061613.1_1-5642:._1	NZ_OZ061613.1_1-5642:._2	1	50
NZ_OZ061613.1_4	NZ_OZ061613.1_1-5642:._4	NZ_OZ061613.1_1-5642:._5	1	-3
NZ_CP032644.1_45	NZ_CP032644.1_33348-43979:._8	NZ_CP032644.1_33348-43979:._7	-1	87
NZ_CP166088.1_1632	NZ_CP166088.1_1640426-1651012:._9	NZ_CP166088.1_1640426-1651012:._8	-1	82
NZ_CP009576.1_998	NZ_CP009576.1_1041396-1052027:._3	NZ_CP009576.1_1041396-1052027:._4	1	61
NZ_CP009576.1_2813	NZ_CP009576.1_2899689-2910242:._3	NZ_CP009576.1_2899689-2910242:._2	-1	4
NZ_CP009576.1_2816	NZ_CP009576.1_2899689-2910242:._6	NZ_CP009576.1_2899689-2910242:._7	1	7
NZ_CP176675.1_4	NZ_CP176675.1_1347-11900:._4	NZ_CP176675.1_1347-11900:._3	-1	4
NZ_CP176675.1_23	NZ_CP176675.1_14731-25338:._7	NZ_CP176675.1_14731-25338:._8	1	-10
NC_021722.1_20	NC_021722.1_14255-24904:._7	NC_021722.1_14255-24904:._6	-1	6
NZ_CP092552.1_2504	NZ_CP092552.1_2658023-2668138:._9	NZ_CP092552.1_2658023-2668138:._8	-1	54
NZ_CP054438.1_639	NZ_CP054438.1_640874-651166:._8	NZ_CP054438.1_640874-651166:._7	-1	4
NZ_CP048003.1_337	NZ_CP048003.1_329407-340056:._9	NZ_CP048003.1_329407-340056:._10	1	6
NZ_CP048003.1_353	NZ_CP048003.1_345805-356265:._5	NZ_CP048003.1_345805-356265:._6	1	99
NZ_AP045221.1_26	NZ_AP045221.1_11313-21884:._7	NZ_AP045221.1_11313-21884:._6	-1	94
NZ_CP103857.1_5	NZ_CP103857.1_1-7485:._5	NZ_CP103857.1_1-7485:._6	1	11
NZ_CP075598.1_42	NZ_CP075598.1_31877-42478:._2	NZ_CP075598.1_31877-42478:._1	-1	4
NZ_CP067366.1_21	NZ_CP067366.1_9313-19899:._10	NZ_CP067366.1_9313-19899:._11	1	81
NZ_CP067366.1_34	NZ_CP067366.1_19145-29794:._6	NZ_CP067366.1_19145-29794:._5	-1	6
NZ_CP011399.1_12	NZ_CP011399.1_5174-15727:._4	NZ_CP011399.1_5174-15727:._3	-1	4
NZ_CP011399.1_31	NZ_CP011399.1_18558-29165:._7	NZ_CP011399.1_18558-29165:._8	1	-10
NZ_CP073916.1_2645	NZ_CP073916.1_2708097-2718746:._10	NZ_CP073916.1_2708097-2718746:._9	-1	6
NZ_CP065778.1_49	NZ_CP065778.1_41761-52371:._8	NZ_CP065778.1_41761-52371:._9	1	26
NZ_CP065778.1_111	NZ_CP065778.1_92614-103035:._7	NZ_CP065778.1_92614-103035:._6	-1	0
NZ_CP027518.1_50	NZ_CP027518.1_43228-53841:._14	NZ_CP027518.1_43228-53841:._15	1	10
NZ_CP027518.1_133	NZ_CP027518.1_114762-125105:._9	NZ_CP027518.1_114762-125105:._8	-1	10
NZ_CP068249.1_3	NZ_CP068249.1_1-7787:._3	NZ_CP068249.1_1-7787:._4	1	-13
NZ_CP068249.1_2594	NZ_CP068249.1_2607887-2618509:._8	NZ_CP068249.1_2607887-2618509:._9	1	90
NZ_CP012731.1_1978	NZ_CP012731.1_2013733-2024349:._6	NZ_CP012731.1_2013733-2024349:._5	-1	0
NZ_CP116814.1_34	NZ_CP116814.1_18846-29462:._10	NZ_CP116814.1_18846-29462:._11	1	8
NZ_AP045018.1_712	NZ_AP045018.1_764553-775151:._9	NZ_AP045018.1_764553-775151:._10	1	92
NC_017537.1_850	NC_017537.1_830987-841183:._7	NC_017537.1_830987-841183:._6	-1	34
NZ_CP160638.1_21	NZ_CP160638.1_11213-21805:._9	NZ_CP160638.1_11213-21805:._10	1	40
NZ_CP160638.1_61	NZ_CP160638.1_44089-54681:._9	NZ_CP160638.1_44089-54681:._10	1	40
NZ_CP075943.1_47	NZ_CP075943.1_27599-38158:._10	NZ_CP075943.1_27599-38158:._11	1	50
NZ_CP113829.1_61	NZ_CP113829.1_51254-61858:._5	NZ_CP113829.1_51254-61858:._6	1	47
NZ_CP062363.1_37	NZ_CP062363.1_28073-38647:._6	NZ_CP062363.1_28073-38647:._5	-1	0
NZ_CP196604.1_12	NZ_CP196604.1_5313-15920:._6	NZ_CP196604.1_5313-15920:._5	-1	-10
NZ_CP196604.1_18	NZ_CP196604.1_5313-15920:._12	NZ_CP196604.1_5313-15920:._13	1	4
NZ_JBRFVA010000002.1_6	NZ_JBRFVA010000002.1_938-11563:._5	NZ_JBRFVA010000002.1_938-11563:._4	-1	-3
NZ_CP118842.1_4	NZ_CP118842.1_1638-12242:._3	NZ_CP118842.1_1638-12242:._4	1	11
NZ_CP031177.1_1	NZ_CP031177.1_1-9378:._1	NZ_CP031177.1_1-9378:._2	1	-61
NZ_CP031177.1_4	NZ_CP031177.1_1-9378:._4	NZ_CP031177.1_1-9378:._5	1	-7
NZ_CP013041.1_74	NZ_CP013041.1_65544-76280:._6	NZ_CP013041.1_65544-76280:._7	1	58
NZ_AP014866.1_207	NZ_AP014866.1_217615-228168:._5	NZ_AP014866.1_217615-228168:._4	-1	43
NZ_AP031406.1_1569	NZ_AP031406.1_1617068-1627735:._4	NZ_AP031406.1_1617068-1627735:._3	-1	6
NZ_CP114450.1_105	NZ_CP114450.1_100031-110659:._7	NZ_CP114450.1_100031-110659:._8	1	-7
NZ_CP170496.1_47	NZ_CP170496.1_37021-47571:._9	NZ_CP170496.1_37021-47571:._8	-1	13
NZ_CP119576.1_1851	NZ_CP119576.1_1877722-1888305:._9	NZ_CP119576.1_1877722-1888305:._8	-1	-49
NZ_CP143286.1_34	NZ_CP143286.1_30397-41028:._8	NZ_CP143286.1_30397-41028:._7	-1	87
NZ_CP143287.1_13	NZ_CP143287.1_13915-24582:._4	NZ_CP143287.1_13915-24582:._3	-1	63
NZ_CP143288.1_13	NZ_CP143288.1_3902-14455:._10	NZ_CP143288.1_3902-14455:._9	-1	0
NZ_CP143288.1_16	NZ_CP143288.1_3902-14455:._13	NZ_CP143288.1_3902-14455:._12	-1	4
NZ_CP042257.1_36	NZ_CP042257.1_30990-41606:._4	NZ_CP042257.1_30990-41606:._3	-1	16
NZ_CP042258.1_20	NZ_CP042258.1_15040-25626:._6	NZ_CP042258.1_15040-25626:._7	1	87
NZ_CP042259.1_20	NZ_CP042259.1_20030-30280:._3	NZ_CP042259.1_20030-30280:._2	-1	2
NZ_CP042259.1_21	NZ_CP042259.1_20030-30280:._4	NZ_CP042259.1_20030-30280:._3	-1	36
NZ_AP027295.1_44	NZ_AP027295.1_35209-45630:._7	NZ_AP027295.1_35209-45630:._8	1	0
NZ_AP027295.1_85	NZ_AP027295.1_71208-81830:._7	NZ_AP027295.1_71208-81830:._8	1	90
NZ_CP141724.1_60	NZ_CP141724.1_59774-70438:._8	NZ_CP141724.1_59774-70438:._9	1	0
NZ_LS483354.1_1084	NZ_LS483354.1_1192663-1203318:._3	NZ_LS483354.1_1192663-1203318:._2	-1	69
NZ_CP148614.1_59	NZ_CP148614.1_42987-53720:._12	NZ_CP148614.1_42987-53720:._11	-1	21
NZ_CP148616.1_59	NZ_CP148616.1_34544-45103:._4	NZ_CP148616.1_34544-45103:._5	1	28
NZ_CP086565.1_21	NZ_CP086565.1_10716-21359:._10	NZ_CP086565.1_10716-21359:._11	1	22
NZ_AP019752.1_57	NZ_AP019752.1_44702-55138:._6	NZ_AP019752.1_44702-55138:._5	-1	-7
NC_002774.1_25	NC_002774.1_15261-25682:._6	NC_002774.1_15261-25682:._5	-1	38
NZ_CP169292.1_36	NZ_CP169292.1_35586-46217:._5	NZ_CP169292.1_35586-46217:._6	1	87
NZ_LR135228.1_15	NZ_LR135228.1_9715-20367:._4	NZ_LR135228.1_9715-20367:._5	1	-3
NZ_LR135230.1_20	NZ_LR135230.1_12112-22734:._4	NZ_LR135230.1_12112-22734:._3	-1	38
NZ_CP142725.1_2582	NZ_CP142725.1_2640907-2651523:._9	NZ_CP142725.1_2640907-2651523:._8	-1	33
NZ_CP019168.1_35	NZ_CP019168.1_24553-35160:._6	NZ_CP019168.1_24553-35160:._5	-1	-10
NZ_CP019168.1_41	NZ_CP019168.1_24553-35160:._12	NZ_CP019168.1_24553-35160:._13	1	4
NZ_CP009575.1_2717	NZ_CP009575.1_2843343-2853944:._5	NZ_CP009575.1_2843343-2853944:._6	1	7
NZ_CP009575.1_2735	NZ_CP009575.1_2858452-2869005:._6	NZ_CP009575.1_2858452-2869005:._7	1	4
NZ_CP085006.1_15	NZ_CP085006.1_5336-14757:._5	NZ_CP085006.1_5336-14757:._4	-1	65
NZ_CP084703.1_525	NZ_CP084703.1_536545-547137:._6	NZ_CP084703.1_536545-547137:._7	1	14
NZ_CP185955.1_12	NZ_CP185955.1_5263-15816:._8	NZ_CP185955.1_5263-15816:._9	1	-10
NZ_CP185955.1_42	NZ_CP185955.1_35208-45839:._5	NZ_CP185955.1_35208-45839:._6	1	87
NZ_AP025331.1_1207	NZ_AP025331.1_1262500-1273116:._6	NZ_AP025331.1_1262500-1273116:._5	-1	0
NZ_AP041086.1_11	NZ_AP041086.1_6183-16838:._7	NZ_AP041086.1_6183-16838:._8	1	40
NZ_CP020489.1_25	NZ_CP020489.1_15189-25853:._9	NZ_CP020489.1_15189-25853:._10	1	-7
NZ_CP025415.1_10	NZ_CP025415.1_1-7900:._10	NZ_CP025415.1_1-7900:._9	-1	2
NZ_CP025416.1_47	NZ_CP025416.1_27371-37957:._12	NZ_CP025416.1_27371-37957:._11	-1	86
NZ_CP168651.1_4	NZ_CP168651.1_1-6798:._4	NZ_CP168651.1_1-6798:._3	-1	6
NZ_AP031467.1_2096	NZ_AP031467.1_2127364-2137962:._6	NZ_AP031467.1_2127364-2137962:._5	-1	69
NZ_CP192313.1_2	NZ_CP192313.1_1-5960:._2	NZ_CP192313.1_1-5960:._3	1	50
NZ_CP128423.1_10	NZ_CP128423.1_2255-12835:._8	NZ_CP128423.1_2255-12835:._7	-1	11
NZ_LT906460.1_42	NZ_LT906460.1_41417-52750:._9	NZ_LT906460.1_41417-52750:._8	-1	36
NZ_CP141589.1_2415	NZ_CP141589.1_2541406-2552055:._4	NZ_CP141589.1_2541406-2552055:._5	1	6
NZ_CP029674.1_23	NZ_CP029674.1_15383-25804:._6	NZ_CP029674.1_15383-25804:._5	-1	38
NZ_CP053070.1_2535	NZ_CP053070.1_2703131-2713732:._9	NZ_CP053070.1_2703131-2713732:._8	-1	16
NZ_CP036127.1_76	NZ_CP036127.1_63270-73937:._3	NZ_CP036127.1_63270-73937:._2	-1	12
NZ_CP036127.1_170	NZ_CP036127.1_154096-164538:._4	NZ_CP036127.1_154096-164538:._3	-1	81
NZ_CP172960.1_863	NZ_CP172960.1_937563-948149:._5	NZ_CP172960.1_937563-948149:._6	1	17
NZ_LR135236.1_25	NZ_LR135236.1_12533-23146:._17	NZ_LR135236.1_12533-23146:._18	1	24
NZ_LR135236.1_40	NZ_LR135236.1_27551-38203:._6	NZ_LR135236.1_27551-38203:._7	1	0
NZ_LR135237.1_21	NZ_LR135237.1_12210-22808:._8	NZ_LR135237.1_12210-22808:._9	1	18
NZ_LR135237.1_25	NZ_LR135237.1_12210-22808:._12	NZ_LR135237.1_12210-22808:._11	-1	93
NZ_LR135239.1_25	NZ_LR135239.1_15050-25663:._8	NZ_LR135239.1_15050-25663:._7	-1	2
NZ_CP188074.1_614	NZ_CP188074.1_622806-633401:._12	NZ_CP188074.1_622806-633401:._11	-1	68
NZ_CP119688.1_1951	NZ_CP119688.1_2001566-2012182:._6	NZ_CP119688.1_2001566-2012182:._5	-1	0
NZ_CP114525.1_5	NZ_CP114525.1_1-8885:._5	NZ_CP114525.1_1-8885:._6	1	0
NZ_LR135358.1_146	NZ_LR135358.1_122481-132824:._7	NZ_LR135358.1_122481-132824:._6	-1	10
NZ_CP047123.1_20	NZ_CP047123.1_11969-22573:._8	NZ_CP047123.1_11969-22573:._9	1	9
NZ_CP118949.1_85	NZ_CP118949.1_67730-78349:._8	NZ_CP118949.1_67730-78349:._9	1	25
NZ_CP118949.1_90	NZ_CP118949.1_75328-85902:._5	NZ_CP118949.1_75328-85902:._6	1	-19
NZ_CP066184.1_4278	NZ_CP066184.1_4199407-4209981:._7	NZ_CP066184.1_4199407-4209981:._6	-1	-3
NZ_CP066183.1_1	NZ_CP066183.1_1-5086:._1	NZ_CP066183.1_1-5086:._2	1	-3
NZ_CP162018.1_39	NZ_CP162018.1_31849-42480:._7	NZ_CP162018.1_31849-42480:._6	-1	87
NZ_CP124937.1_52	NZ_CP124937.1_41338-51981:._8	NZ_CP124937.1_41338-51981:._9	1	22
NZ_CP117408.1_39	NZ_CP117408.1_35200-45756:._2	NZ_CP117408.1_35200-45756:._1	-1	-3
NZ_OZ061357.1_16	NZ_OZ061357.1_5191-15774:._7	NZ_OZ061357.1_5191-15774:._8	1	15
NZ_OZ061358.1_29	NZ_OZ061358.1_21913-32544:._5	NZ_OZ061358.1_21913-32544:._6	1	87
NZ_OZ061362.1_22	NZ_OZ061362.1_13968-24521:._4	NZ_OZ061362.1_13968-24521:._3	-1	14
NZ_OZ061362.1_29	NZ_OZ061362.1_13968-24521:._11	NZ_OZ061362.1_13968-24521:._10	-1	7
NZ_CP166738.1_6	NZ_CP166738.1_1-9090:._6	NZ_CP166738.1_1-9090:._5	-1	87
NZ_CP166738.1_24	NZ_CP166738.1_19895-30478:._8	NZ_CP166738.1_19895-30478:._7	-1	7
NZ_CP166738.1_52	NZ_CP166738.1_48416-58999:._7	NZ_CP166738.1_48416-58999:._6	-1	50
NZ_CP166740.1_15	NZ_CP166740.1_12849-23417:._5	NZ_CP166740.1_12849-23417:._4	-1	66
NZ_CP166741.1_4	NZ_CP166741.1_1-7149:._4	NZ_CP166741.1_1-7149:._3	-1	25
NZ_CP166741.1_6	NZ_CP166741.1_1-7149:._6	NZ_CP166741.1_1-7149:._5	-1	29
NZ_CP050500.1_291	NZ_CP050500.1_309959-320542:._5	NZ_CP050500.1_309959-320542:._6	1	88
NZ_CP050500.1_2450	NZ_CP050500.1_2515824-2526473:._6	NZ_CP050500.1_2515824-2526473:._7	1	6
NZ_CP130539.1_27	NZ_CP130539.1_9775-20382:._10	NZ_CP130539.1_9775-20382:._9	-1	15
NZ_CP046625.1_39	NZ_CP046625.1_35657-46240:._8	NZ_CP046625.1_35657-46240:._7	-1	-49
