downstream_orf	blast_hit_id	contig	orf_start	orf_stop	strand	nearest_defense_gene	nearest_defense_type	nearest_distance_bp	defense_genes_in_window	proximity_score	density_score	defense_score	interpro_domains
NZ_CP148589.1_54985-65718:._11	NZ_CP148589.1_70	NZ_CP148589.1_54985-65718	4872	4979	-1	NZ_CP148589.1_54985-65718:._13	6A_MBL	1297	2	0.5228	0.2	0.3937	
NZ_CP050028.1_1629206-1639759:._3	NZ_CP050028.1_1616	NZ_CP050028.1_1629206-1639759	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP035987.1_5400751-5411355:._8	NZ_CP035987.1_5506	NZ_CP035987.1_5400751-5411355	5589	6602	1	NZ_CP035987.1_5400751-5411355:._6	Thoeris	1021	4	0.6002	0.4	0.5201	IPR004107
NZ_CP093425.1_14857-25482:._8	NZ_CP093425.1_24	NZ_CP093425.1_14857-25482	5623	8676	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CM128742.1_49065-59672:._12	NZ_CM128742.1_55	NZ_CM128742.1_49065-59672	9315	9464	1	none	none	0	0	0.0	0.0	0.0	
NZ_DBJORZ010000002.1_4167-14720:._2	NZ_DBJORZ010000002.1_7	NZ_DBJORZ010000002.1_4167-14720	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP159301.1_49883-60439:._11	NZ_CP159301.1_54	NZ_CP159301.1_49883-60439	3896	4393	1	none	none	0	0	0.0	0.0	0.0	IPR002559
NZ_CP102266.1_141764-152371:._9	NZ_CP102266.1_129	NZ_CP102266.1_141764-152371	5623	5763	1	NZ_CP102266.1_141764-152371:._10	RM	101	1	0.9508	0.1	0.6105	
NZ_CP059679.1_16513-26775:._8	NZ_CP059679.1_23	NZ_CP059679.1_16513-26775	4790	5281	1	NZ_CP059679.1_16513-26775:._7	RM	0	1	1.0	0.1	0.64	IPR001980;IPR004821
NZ_CP059679.1_16513-26775:._14	NZ_CP059679.1_29	NZ_CP059679.1_16513-26775	9568	10263	1	NZ_CP059679.1_16513-26775:._7	RM	4771	0	0.092	0.0	0.0552	IPR002547;IPR033714
NZ_CP059679.1_2230477-2241075:._5	NZ_CP059679.1_2216	NZ_CP059679.1_2230477-2241075	4584	4931	-1	none	none	0	0	0.0	0.0	0.0	IPR010712
NZ_CP059679.1_2240295-2250485:._10	NZ_CP059679.1_2230	NZ_CP059679.1_2240295-2250485	5275	5535	1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP018211.1_17368-27999:._6	NZ_CP018211.1_29	NZ_CP018211.1_17368-27999	5719	6621	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP018211.1_17368-27999:._10	NZ_CP018211.1_33	NZ_CP018211.1_17368-27999	8417	8740	1	none	none	0	0	0.0	0.0	0.0	IPR025161
NZ_CP177122.1_1643028-1653581:._3	NZ_CP177122.1_1606	NZ_CP177122.1_1643028-1653581	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CM147178.1_556075-566658:._7	NZ_CM147178.1_549	NZ_CM147178.1_556075-566658	5562	6224	1	NZ_CM147178.1_556075-566658:._7	RM	0	3	1.0	0.3	0.72	
NZ_CP043523.1_13492-24072:._10	NZ_CP043523.1_21	NZ_CP043523.1_13492-24072	8885	9202	1	NZ_CP043523.1_13492-24072:._7	Retron	2176	1	0.3369	0.1	0.2421	IPR005144
NZ_CP043523.1_1862526-1873109:._5	NZ_CP043523.1_1868	NZ_CP043523.1_1862526-1873109	5607	5741	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP045750.1_27090-37697:._4	NZ_CP045750.1_40	NZ_CP045750.1_27090-37697	4783	5010	-1	NZ_CP045750.1_27090-37697:._3	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP045750.1_40527-51080:._9	NZ_CP045750.1_59	NZ_CP045750.1_40527-51080	5558	8473	1	NZ_CP045750.1_40527-51080:._5	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP185928.1_28029-38678:._8	NZ_CP185928.1_43	NZ_CP185928.1_28029-38678	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP177038.1_16622-27226:._7	NZ_CP177038.1_23	NZ_CP177038.1_16622-27226	5616	6419	1	none	none	0	0	0.0	0.0	0.0	IPR004107
NZ_CP027510.1_18550-29097:._14	NZ_CP027510.1_34	NZ_CP027510.1_18550-29097	6957	7565	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP167254.1_14918-25567:._9	NZ_CP167254.1_27	NZ_CP167254.1_14918-25567	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP092570.1_5604-15719:._8	NZ_CP092570.1_14	NZ_CP092570.1_5604-15719	6046	6348	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP017569.1_59206-69759:._6	NZ_CP017569.1_68	NZ_CP017569.1_59206-69759	3612	4592	1	none	none	0	0	0.0	0.0	0.0	IPR002915
NZ_CP176863.1_16630-27234:._7	NZ_CP176863.1_23	NZ_CP176863.1_16630-27234	5616	6419	1	none	none	0	0	0.0	0.0	0.0	IPR004107
NZ_CP138638.1_1451-12067:._8	NZ_CP138638.1_8	NZ_CP138638.1_1451-12067	5617	7761	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_HG813248.1_52793-63346:._5	NZ_HG813248.1_62	NZ_HG813248.1_52793-63346	5558	8473	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP045973.1_28958-39511:._3	NZ_CP045973.1_35	NZ_CP045973.1_28958-39511	2081	4996	-1	NZ_CP045973.1_28958-39511:._7	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP045973.1_42342-52949:._8	NZ_CP045973.1_54	NZ_CP045973.1_42342-52949	5598	5825	1	NZ_CP045973.1_42342-52949:._9	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP017706.1_1139500-1150086:._5	NZ_CP017706.1_1201	NZ_CP017706.1_1139500-1150086	3604	4953	-1	NZ_CP017706.1_1139500-1150086:._3	Anti_CRISPR	783	1	0.676	0.1	0.4456	IPR031965;IPR040607;IPR042051;IPR049067
NZ_DBJORL010000002.1_9647-20254:._7	NZ_DBJORL010000002.1_14	NZ_DBJORL010000002.1_9647-20254	5598	5825	1	NZ_DBJORL010000002.1_9647-20254:._8	RosmerTA	361	9	0.8349	0.9	0.8609	
NZ_CP083474.1_18240-28862:._9	NZ_CP083474.1_30	NZ_CP083474.1_18240-28862	6497	7225	-1	none	none	0	0	0.0	0.0	0.0	IPR001789;IPR018060
NZ_CP083474.1_157825-168438:._4	NZ_CP083474.1_183	NZ_CP083474.1_157825-168438	2299	2535	-1	NZ_CP083474.1_157825-168438:._3	AbiH	133	1	0.9357	0.1	0.6014	
NZ_OZ061612.1_1-9461:._3	NZ_OZ061612.1_4	NZ_OZ061612.1_1-9461	692	1621	-1	none	none	0	0	0.0	0.0	0.0	IPR001584;IPR025246
NZ_OZ061613.1_1-5642:._2	NZ_OZ061613.1_1	NZ_OZ061613.1_1-5642	692	1555	1	none	none	0	0	0.0	0.0	0.0	IPR003439
NZ_OZ061613.1_1-5642:._5	NZ_OZ061613.1_4	NZ_OZ061613.1_1-5642	2637	3194	1	none	none	0	0	0.0	0.0	0.0	IPR011438
NZ_CP032644.1_33348-43979:._7	NZ_CP032644.1_45	NZ_CP032644.1_33348-43979	4011	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP166088.1_1640426-1651012:._8	NZ_CP166088.1_1632	NZ_CP166088.1_1640426-1651012	4202	4918	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP009576.1_1041396-1052027:._4	NZ_CP009576.1_998	NZ_CP009576.1_1041396-1052027	5693	5854	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP009576.1_2899689-2910242:._2	NZ_CP009576.1_2813	NZ_CP009576.1_2899689-2910242	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP009576.1_2899689-2910242:._7	NZ_CP009576.1_2816	NZ_CP009576.1_2899689-2910242	9873	10085	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP176675.1_1347-11900:._3	NZ_CP176675.1_4	NZ_CP176675.1_1347-11900	2081	4996	-1	NZ_CP176675.1_1347-11900:._7	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP176675.1_14731-25338:._8	NZ_CP176675.1_23	NZ_CP176675.1_14731-25338	5598	5825	1	NZ_CP176675.1_14731-25338:._9	RosmerTA	361	2	0.8349	0.2	0.5809	
NC_021722.1_14255-24904:._6	NC_021722.1_20	NC_021722.1_14255-24904	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP092552.1_2658023-2668138:._8	NZ_CP092552.1_2504	NZ_CP092552.1_2658023-2668138	4266	4946	-1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP054438.1_640874-651166:._7	NZ_CP054438.1_639	NZ_CP054438.1_640874-651166	4661	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR006120
NZ_CP048003.1_329407-340056:._10	NZ_CP048003.1_337	NZ_CP048003.1_329407-340056	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP048003.1_345805-356265:._6	NZ_CP048003.1_353	NZ_CP048003.1_345805-356265	5560	6327	1	NZ_CP048003.1_345805-356265:._2	Gabija	2392	1	0.3024	0.1	0.2214	
NZ_AP045221.1_11313-21884:._6	NZ_AP045221.1_26	NZ_AP045221.1_11313-21884	4139	4906	-1	none	none	0	0	0.0	0.0	0.0	IPR025669
NZ_CP103857.1_1-7485:._6	NZ_CP103857.1_5	NZ_CP103857.1_1-7485	6175	7485	1	none	none	0	0	0.0	0.0	0.0	IPR002205
NZ_CP075598.1_31877-42478:._1	NZ_CP075598.1_42	NZ_CP075598.1_31877-42478	122	1246	-1	none	none	0	0	0.0	0.0	0.0	IPR013610
NZ_CP067366.1_9313-19899:._11	NZ_CP067366.1_21	NZ_CP067366.1_9313-19899	5668	5910	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP067366.1_19145-29794:._5	NZ_CP067366.1_34	NZ_CP067366.1_19145-29794	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP011399.1_5174-15727:._3	NZ_CP011399.1_12	NZ_CP011399.1_5174-15727	2081	4996	-1	NZ_CP011399.1_5174-15727:._7	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP011399.1_18558-29165:._8	NZ_CP011399.1_31	NZ_CP011399.1_18558-29165	5598	5825	1	NZ_CP011399.1_18558-29165:._9	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP073916.1_2708097-2718746:._9	NZ_CP073916.1_2645	NZ_CP073916.1_2708097-2718746	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP065778.1_41761-52371:._9	NZ_CP065778.1_49	NZ_CP065778.1_41761-52371	5637	6782	1	NZ_CP065778.1_41761-52371:._9	AbiC	0	1	1.0	0.1	0.64	IPR031709
NZ_CP065778.1_92614-103035:._6	NZ_CP065778.1_111	NZ_CP065778.1_92614-103035	4638	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR034144
NZ_CP027518.1_43228-53841:._15	NZ_CP027518.1_50	NZ_CP027518.1_43228-53841	6360	6563	1	NZ_CP027518.1_43228-53841:._12	MazEF	1384	2	0.5006	0.2	0.3803	
NZ_CP027518.1_114762-125105:._8	NZ_CP027518.1_133	NZ_CP027518.1_114762-125105	4730	4990	-1	NZ_CP027518.1_114762-125105:._6	RosmerTA	1530	2	0.4653	0.2	0.3592	IPR006120
NZ_CP068249.1_1-7787:._4	NZ_CP068249.1_3	NZ_CP068249.1_1-7787	3488	4615	1	NZ_CP068249.1_1-7787:._4	Retron	0	2	1.0	0.2	0.68	IPR003395
NZ_CP068249.1_2607887-2618509:._9	NZ_CP068249.1_2594	NZ_CP068249.1_2607887-2618509	5713	6399	1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP012731.1_2013733-2024349:._5	NZ_CP012731.1_1978	NZ_CP012731.1_2013733-2024349	2856	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP116814.1_18846-29462:._11	NZ_CP116814.1_34	NZ_CP116814.1_18846-29462	9694	9843	1	none	none	0	0	0.0	0.0	0.0	
NZ_AP045018.1_764553-775151:._10	NZ_AP045018.1_712	NZ_AP045018.1_764553-775151	5691	6146	1	none	none	0	0	0.0	0.0	0.0	IPR005025
NC_017537.1_830987-841183:._6	NC_017537.1_850	NC_017537.1_830987-841183	4640	4966	-1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP160638.1_11213-21805:._10	NZ_CP160638.1_21	NZ_CP160638.1_11213-21805	5633	6496	1	NZ_CP160638.1_11213-21805:._12	Anti_CRISPR	835	1	0.6587	0.1	0.4352	IPR025669
NZ_CP160638.1_44089-54681:._10	NZ_CP160638.1_61	NZ_CP160638.1_44089-54681	5633	6496	1	NZ_CP160638.1_44089-54681:._12	Anti_CRISPR	835	1	0.6587	0.1	0.4352	IPR025669
NZ_CP075943.1_27599-38158:._11	NZ_CP075943.1_47	NZ_CP075943.1_27599-38158	5610	6356	1	none	none	0	0	0.0	0.0	0.0	IPR018925
NZ_CP113829.1_51254-61858:._6	NZ_CP113829.1_61	NZ_CP113829.1_51254-61858	5652	5837	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP062363.1_28073-38647:._5	NZ_CP062363.1_37	NZ_CP062363.1_28073-38647	4758	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR001387
NZ_CP196604.1_5313-15920:._5	NZ_CP196604.1_12	NZ_CP196604.1_5313-15920	4783	5010	-1	NZ_CP196604.1_5313-15920:._4	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP196604.1_5313-15920:._13	NZ_CP196604.1_18	NZ_CP196604.1_5313-15920	10353	10607	1	NZ_CP196604.1_5313-15920:._4	RosmerTA	5931	0	0.0515	0.0	0.0309	IPR025296
NZ_JBRFVA010000002.1_938-11563:._4	NZ_JBRFVA010000002.1_6	NZ_JBRFVA010000002.1_938-11563	3894	5003	-1	none	none	0	0	0.0	0.0	0.0	IPR025296
NZ_CP118842.1_1638-12242:._4	NZ_CP118842.1_4	NZ_CP118842.1_1638-12242	2953	4884	1	NZ_CP118842.1_1638-12242:._3	Retron	11	2	0.9945	0.2	0.6767	IPR002288;IPR003594;IPR006171;IPR013506;IPR034160
NZ_CP031177.1_1-9378:._2	NZ_CP031177.1_1	NZ_CP031177.1_1-9378	734	1735	1	none	none	0	0	0.0	0.0	0.0	IPR003778
NZ_CP031177.1_1-9378:._5	NZ_CP031177.1_4	NZ_CP031177.1_1-9378	3504	4292	1	none	none	0	0	0.0	0.0	0.0	IPR009906
NZ_CP013041.1_65544-76280:._7	NZ_CP013041.1_74	NZ_CP013041.1_65544-76280	5795	7006	1	none	none	0	0	0.0	0.0	0.0	
NZ_AP014866.1_217615-228168:._4	NZ_AP014866.1_207	NZ_AP014866.1_217615-228168	2009	4957	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_AP031406.1_1617068-1627735:._3	NZ_AP031406.1_1569	NZ_AP031406.1_1617068-1627735	4770	4994	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP114450.1_100031-110659:._8	NZ_CP114450.1_105	NZ_CP114450.1_100031-110659	5622	5786	1	NZ_CP114450.1_100031-110659:._11	MazEF	895	3	0.6392	0.3	0.5035	
NZ_CP170496.1_37021-47571:._8	NZ_CP170496.1_47	NZ_CP170496.1_37021-47571	4382	4987	-1	NZ_CP170496.1_37021-47571:._11	AbiE	1798	1	0.407	0.1	0.2842	IPR025296
NZ_CP119576.1_1877722-1888305:._8	NZ_CP119576.1_1851	NZ_CP119576.1_1877722-1888305	4888	5049	-1	NZ_CP119576.1_1877722-1888305:._10	RM	642	2	0.7254	0.2	0.5153	
NZ_CP143286.1_30397-41028:._7	NZ_CP143286.1_34	NZ_CP143286.1_30397-41028	4011	4913	-1	NZ_CP143286.1_30397-41028:._1	Anti_CRISPR	3136	1	0.2085	0.1	0.1651	IPR003740;IPR019264
NZ_CP143287.1_13915-24582:._3	NZ_CP143287.1_13	NZ_CP143287.1_13915-24582	1646	2089	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP143288.1_3902-14455:._9	NZ_CP143288.1_13	NZ_CP143288.1_3902-14455	6241	6417	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP143288.1_3902-14455:._12	NZ_CP143288.1_16	NZ_CP143288.1_3902-14455	7915	8154	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP042257.1_30990-41606:._3	NZ_CP042257.1_36	NZ_CP042257.1_30990-41606	394	1044	-1	none	none	0	0	0.0	0.0	0.0	IPR001853
NZ_CP042258.1_15040-25626:._7	NZ_CP042258.1_20	NZ_CP042258.1_15040-25626	6387	7289	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP042259.1_20030-30280:._2	NZ_CP042259.1_20	NZ_CP042259.1_20030-30280	278	613	-1	none	none	0	0	0.0	0.0	0.0	IPR031607
NZ_CP042259.1_20030-30280:._3	NZ_CP042259.1_21	NZ_CP042259.1_20030-30280	615	1229	-1	none	none	0	0	0.0	0.0	0.0	
NZ_AP027295.1_35209-45630:._8	NZ_AP027295.1_44	NZ_AP027295.1_35209-45630	5422	5784	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR034144
NZ_AP027295.1_71208-81830:._8	NZ_AP027295.1_85	NZ_AP027295.1_71208-81830	5713	6399	1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP141724.1_59774-70438:._9	NZ_CP141724.1_60	NZ_CP141724.1_59774-70438	5665	6351	1	NZ_CP141724.1_59774-70438:._6	AbiH	983	1	0.6117	0.1	0.407	IPR006171;IPR013497;IPR034144
NZ_LS483354.1_1192663-1203318:._2	NZ_LS483354.1_1084	NZ_LS483354.1_1192663-1203318	3978	4931	-1	none	none	0	0	0.0	0.0	0.0	IPR025246
NZ_CP148614.1_42987-53720:._11	NZ_CP148614.1_59	NZ_CP148614.1_42987-53720	4872	4979	-1	NZ_CP148614.1_42987-53720:._13	6A_MBL	1297	2	0.5228	0.2	0.3937	
NZ_CP148616.1_34544-45103:._5	NZ_CP148616.1_59	NZ_CP148616.1_34544-45103	2036	4873	1	none	none	0	0	0.0	0.0	0.0	IPR013491
NZ_CP086565.1_10716-21359:._11	NZ_CP086565.1_21	NZ_CP086565.1_10716-21359	5666	5872	1	none	none	0	0	0.0	0.0	0.0	
NZ_AP019752.1_44702-55138:._5	NZ_AP019752.1_57	NZ_AP019752.1_44702-55138	4870	5007	-1	none	none	0	0	0.0	0.0	0.0	IPR001387
NC_002774.1_15261-25682:._5	NC_002774.1_25	NC_002774.1_15261-25682	4288	4962	-1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP169292.1_35586-46217:._6	NZ_CP169292.1_36	NZ_CP169292.1_35586-46217	5719	6621	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_LR135228.1_9715-20367:._5	NZ_LR135228.1_15	NZ_LR135228.1_9715-20367	4251	4493	1	none	none	0	0	0.0	0.0	0.0	IPR035395
NZ_LR135230.1_12112-22734:._3	NZ_LR135230.1_20	NZ_LR135230.1_12112-22734	1885	2565	-1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP142725.1_2640907-2651523:._8	NZ_CP142725.1_2582	NZ_CP142725.1_2640907-2651523	4842	4967	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP019168.1_24553-35160:._5	NZ_CP019168.1_35	NZ_CP019168.1_24553-35160	4783	5010	-1	NZ_CP019168.1_24553-35160:._4	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP019168.1_24553-35160:._13	NZ_CP019168.1_41	NZ_CP019168.1_24553-35160	10353	10607	1	NZ_CP019168.1_24553-35160:._4	RosmerTA	5931	0	0.0515	0.0	0.0309	IPR025296
NZ_CP009575.1_2843343-2853944:._6	NZ_CP009575.1_2717	NZ_CP009575.1_2843343-2853944	5609	5821	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP009575.1_2858452-2869005:._7	NZ_CP009575.1_2735	NZ_CP009575.1_2858452-2869005	5558	8473	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP085006.1_5336-14757:._4	NZ_CP085006.1_15	NZ_CP085006.1_5336-14757	3119	4357	-1	none	none	0	0	0.0	0.0	0.0	IPR035412;IPR035413
NZ_CP084703.1_536545-547137:._7	NZ_CP084703.1_525	NZ_CP084703.1_536545-547137	5607	7619	1	NZ_CP084703.1_536545-547137:._7	PrrC	0	6	1.0	0.6	0.84	IPR003356;IPR022749
NZ_CP185955.1_5263-15816:._9	NZ_CP185955.1_12	NZ_CP185955.1_5263-15816	6360	6866	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP185955.1_35208-45839:._6	NZ_CP185955.1_42	NZ_CP185955.1_35208-45839	5719	6621	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_AP025331.1_1262500-1273116:._5	NZ_AP025331.1_1207	NZ_AP025331.1_1262500-1273116	2856	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_AP041086.1_6183-16838:._8	NZ_AP041086.1_11	NZ_AP041086.1_6183-16838	5696	6202	1	NZ_AP041086.1_6183-16838:._10	Menshen	343	1	0.8424	0.1	0.5454	IPR025657
NZ_CP020489.1_15189-25853:._10	NZ_CP020489.1_25	NZ_CP020489.1_15189-25853	8493	8642	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP025415.1_1-7900:._9	NZ_CP025415.1_10	NZ_CP025415.1_1-7900	4189	4581	-1	none	none	0	0	0.0	0.0	0.0	IPR010354
NZ_CP025416.1_27371-37957:._11	NZ_CP025416.1_47	NZ_CP025416.1_27371-37957	7718	7954	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP168651.1_1-6798:._3	NZ_CP168651.1_4	NZ_CP168651.1_1-6798	858	1142	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_AP031467.1_2127364-2137962:._5	NZ_AP031467.1_2096	NZ_AP031467.1_2127364-2137962	4584	4931	-1	none	none	0	0	0.0	0.0	0.0	IPR010712
NZ_CP192313.1_1-5960:._3	NZ_CP192313.1_2	NZ_CP192313.1_1-5960	2355	2675	1	NZ_CP192313.1_1-5960:._4	MazEF	59	2	0.9709	0.2	0.6626	
NZ_CP128423.1_2255-12835:._7	NZ_CP128423.1_10	NZ_CP128423.1_2255-12835	4741	5058	-1	none	none	0	0	0.0	0.0	0.0	
NZ_LT906460.1_41417-52750:._8	NZ_LT906460.1_42	NZ_LT906460.1_41417-52750	3339	4964	-1	none	none	0	0	0.0	0.0	0.0	IPR006119;IPR011109;IPR025827
NZ_CP141589.1_2541406-2552055:._5	NZ_CP141589.1_2415	NZ_CP141589.1_2541406-2552055	5656	5943	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP029674.1_15383-25804:._5	NZ_CP029674.1_23	NZ_CP029674.1_15383-25804	4288	4962	-1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP053070.1_2703131-2713732:._8	NZ_CP053070.1_2535	NZ_CP053070.1_2703131-2713732	4292	4984	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP036127.1_63270-73937:._2	NZ_CP036127.1_76	NZ_CP036127.1_63270-73937	1257	1568	-1	none	none	0	0	0.0	0.0	0.0	IPR025296
NZ_CP036127.1_154096-164538:._3	NZ_CP036127.1_170	NZ_CP036127.1_154096-164538	5000	5443	-1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP172960.1_937563-948149:._6	NZ_CP172960.1_863	NZ_CP172960.1_937563-948149	5604	5732	1	none	none	0	0	0.0	0.0	0.0	
NZ_LR135236.1_12533-23146:._18	NZ_LR135236.1_25	NZ_LR135236.1_12533-23146	8155	8391	1	NZ_LR135236.1_12533-23146:._19	AbiH	133	3	0.9357	0.3	0.6814	
NZ_LR135236.1_27551-38203:._7	NZ_LR135236.1_40	NZ_LR135236.1_27551-38203	4467	6173	1	none	none	0	0	0.0	0.0	0.0	IPR003352;IPR003501;IPR041713
NZ_LR135237.1_12210-22808:._9	NZ_LR135237.1_21	NZ_LR135237.1_12210-22808	5617	6678	1	none	none	0	0	0.0	0.0	0.0	
NZ_LR135237.1_12210-22808:._11	NZ_LR135237.1_25	NZ_LR135237.1_12210-22808	7328	7513	-1	none	none	0	0	0.0	0.0	0.0	IPR012933
NZ_LR135239.1_15050-25663:._7	NZ_LR135239.1_25	NZ_LR135239.1_15050-25663	5780	6643	-1	none	none	0	0	0.0	0.0	0.0	IPR010488
NZ_CP188074.1_622806-633401:._11	NZ_CP188074.1_614	NZ_CP188074.1_622806-633401	6431	7162	-1	none	none	0	0	0.0	0.0	0.0	IPR013216
NZ_CP119688.1_2001566-2012182:._5	NZ_CP119688.1_1951	NZ_CP119688.1_2001566-2012182	4716	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP114525.1_1-8885:._6	NZ_CP114525.1_5	NZ_CP114525.1_1-8885	3885	6029	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_LR135358.1_122481-132824:._6	NZ_LR135358.1_146	NZ_LR135358.1_122481-132824	4730	4990	-1	NZ_LR135358.1_122481-132824:._4	RosmerTA	1530	4	0.4653	0.4	0.4392	IPR006120
NZ_CP047123.1_11969-22573:._9	NZ_CP047123.1_20	NZ_CP047123.1_11969-22573	6980	7786	1	none	none	0	0	0.0	0.0	0.0	IPR001584;IPR025948
NZ_CP118949.1_67730-78349:._9	NZ_CP118949.1_85	NZ_CP118949.1_67730-78349	5645	7930	1	NZ_CP118949.1_67730-78349:._9	RM	0	1	1.0	0.1	0.64	IPR011704;IPR021961
NZ_CP118949.1_75328-85902:._6	NZ_CP118949.1_90	NZ_CP118949.1_75328-85902	5556	5834	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP066184.1_4199407-4209981:._6	NZ_CP066184.1_4278	NZ_CP066184.1_4199407-4209981	4593	5003	-1	none	none	0	0	0.0	0.0	0.0	IPR002711;IPR003615
NZ_CP066183.1_1-5086:._2	NZ_CP066183.1_1	NZ_CP066183.1_1-5086	658	1068	1	none	none	0	0	0.0	0.0	0.0	IPR002711;IPR003615
NZ_CP162018.1_31849-42480:._6	NZ_CP162018.1_39	NZ_CP162018.1_31849-42480	4011	4913	-1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
NZ_CP124937.1_41338-51981:._9	NZ_CP124937.1_52	NZ_CP124937.1_41338-51981	5666	5872	1	NZ_CP124937.1_41338-51981:._13	AbiD	1504	1	0.4714	0.1	0.3229	
NZ_CP117408.1_35200-45756:._1	NZ_CP117408.1_39	NZ_CP117408.1_35200-45756	26	331	-1	NZ_CP117408.1_35200-45756:._7	Lamassu-Fam	7167	0	0.0278	0.0	0.0167	
NZ_OZ061357.1_5191-15774:._8	NZ_OZ061357.1_16	NZ_OZ061357.1_5191-15774	7003	7620	1	none	none	0	0	0.0	0.0	0.0	
NZ_OZ061358.1_21913-32544:._6	NZ_OZ061358.1_29	NZ_OZ061358.1_21913-32544	5719	6621	1	none	none	0	0	0.0	0.0	0.0	IPR003740;IPR019264
